"","Time","variable","mean","sd1"
"47","AD","Roseburia",0.0203071761745821,0.0221467754321493
"48","AD","Ruminococcus",1.73602069336667e-05,8.8520033914775e-05
"49","AD","Staphylococcus",0.000118857553585381,0.000483211569092607
"50","AD","Turicibacter",0.00109512550624657,0.00215460539531611
"51","AD","Tyzzerella",3.06219725123992e-05,9.23713966168641e-05
"52","AD","Unclassified",0.209247087995735,0.177288953667864
"53","WT","Akkermansia",0.00216834522119939,0.0059044510169823
"54","WT","Alistipes",0.00857176346207047,0.00628547806247146
"55","WT","Allobaculum",0.000541663815820409,0.0025117466304968
"56","WT","Alloprevotella",0.000111809923130678,0.00055904961565339
"57","WT","Anaeroplasma",0.00372420491913234,0.00609480819309094
"58","WT","Anaerotruncus",0.00107040362691122,0.00118051648812012
"59","WT","Anaerovoracaceae_Family_XIII_UCG-001",9.16391041602688e-05,0.000197831449607921
"60","WT","Bacillus",0.0110806996272892,0.0106273127773832
"61","WT","Bacteroides",0.0191303849538585,0.0211503562422739
"62","WT","Bifidobacterium",0.0305005381705842,0.0510213001505333
"63","WT","Blautia",0.00148154290652522,0.00144944494164637
"64","WT","Butyricicoccaceae_UCG-009",5.19066257866871e-05,0.000146724735686544
"65","WT","Butyricicoccus",0.000179803109009921,0.000328949603884194
"66","WT","Candidatus_Arthromitus",3.66888328365054e-05,0.000183444164182527
"67","WT","Clostridia_UCG-014",0.000173511326308069,0.000335685577892726
"68","WT","Clostridia_vadinBB60_group",0.00441754005527214,0.0029098609937418
"69","WT","Colidextribacter",0.00278573358231182,0.00162012477675651
"70","WT","Corynebacterium",0.000259579728059332,0.00129789864029666
"71","WT","Desulfovibrio",0.00549660394867795,0.00697086187080808
"72","WT","Enterorhabdus",0.000319807268600814,0.000413681181575752
"73","WT","Escherichia-Shigella",0.000193713478342728,0.000418167528039909
"74","WT","Eubacterium_nodatum_group",4.59359785103297e-05,0.000128368006332081
"75","WT","Eubacterium_oxidoreducens_group",2.84393885531461e-05,0.000142196942765731
"76","WT","Eubacterium_xylanophilum_group",0.00225480574142843,0.00196849851577205
"77","WT","Faecalibaculum",8.6995880353814e-05,0.000301418821185992
"78","WT","Gastranaerophilales",3.76736519896398e-05,0.000188368259948199
"79","WT","Helicobacter",0.00233552292812952,0.00234718683823748
"80","WT","Incertae_Sedis",0.000908547869474672,0.000809750997477481
"81","WT","Intestinimonas",0.000593009541939512,0.000495259011541733
"82","WT","Lachnoclostridium",0.00204689020654517,0.00165303973841398
"83","WT","Lachnospiraceae_A2",0.00531107101871797,0.00601321084532533
"84","WT","Lachnospiraceae_ASF356",0.00746669643909713,0.00454585610784594
"85","WT","Lachnospiraceae_FCS020_group",0.00108472323738419,0.0016412128581559
"86","WT","Lachnospiraceae_GCA-900066575",0.000249871616488421,0.000477763939066339
"87","WT","Lachnospiraceae_NK4A136_group",0.0417340228719609,0.0494537006688084
"88","WT","Lachnospiraceae_UCG-001",0.00255563277116811,0.0037598378936789
"89","WT","Lachnospiraceae_UCG-006",0.000572755897154182,0.00103572817529377
"90","WT","Lactobacillus",0.0915462994962126,0.05163555126442
"91","WT","Mucispirillum",0.0161967027423049,0.0223863575667525
"92","WT","Muribaculaceae",0.47639463412817,0.121367100739185
"93","WT","Muribaculum",0.00340768392685294,0.00346496353935244
"94","WT","Oscillibacter",0.00496500029446798,0.00349860312202626
"95","WT","Oscillospirales_UCG-010",0.000199116160106561,0.00039929381032641
"96","WT","Parasutterella",0.000433478161569529,0.00103666587631219
"97","WT","Prevotellaceae_UCG-001",0.0210943711247805,0.0764592305929159
"98","WT","Rikenellaceae_RC9_gut_group",0.0370562856201279,0.0327869514505401
"99","WT","Roseburia",0.0108653939464374,0.0175199657807165
"100","WT","Ruminococcus",8.77963125548728e-05,0.000438981562774364
"101","WT","Staphylococcus",0.000139293179948968,0.000560873310155215
"102","WT","Turicibacter",0,0
"103","WT","Tyzzerella",1.21802679658952e-05,6.09013398294762e-05
"104","WT","Unclassified",0.177901285913718,0.112769652306655
